ScientificName,AGCP,AW,CB,EMP,GP,HI,MW,NCNE,WMVC,AK,CommonName
Schizachne purpurascens,FACU,FACU,,FACU,FACU,,FACU,FACU,UPL,FAC,False Melic Grass
Schizachyrium littorale,FAC,FACU,,FACW,FACW,,FACW,FACW,,,Dune False Bluestem
Schizachyrium maritimum,FAC,,,,,,,,,,Gulf False Bluestem
Schizachyrium rhizomatum,FACW,,,,,,,,,,Florida False Bluestem
Schizachyrium scoparium,FACU,FACU,,FACU,FACU,UPL,FACU,FACU,FACU,,Little False Bluestem
Schizaea dichotoma,,,,,,FAC,,,,,_?_
Schizaea fluminensis,,,OBL,,,,,,,,Caribbean Curly-Grass Fern
Schizaea poeppigiana,,,FACU,,,,,,,,Epiphytic Curly-Grass Fern
Schizaea pusilla,OBL,,,,,,,OBL,,,Little Curly-Grass Fern
Schizaea robusta,,,,,,OBL,,,,,Robust Curly-Grass Fern
Schizostachyum glaucifolium,,,,,,FAC,,,,,Polynesian-'ohe
Schlegelia brachyantha,,,FACW,,,,,,,,Higuerito-de-Sierra
Schoenolirion albiflorum,OBL,,,FACW,,,,,,,White Sunnybell
Schoenolirion croceum,OBL,,,OBL,OBL,,,,,,Yellow Sunnybell
Schoenolirion wrightii,OBL,,,OBL,FACW,,,,,,Texas Sunnybell
Schoenoplectus X steinmetzii,,,,,,,,OBL,,,_?_
Schoenoplectus acutus,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,OBL,Hard-Stem Club-Rush
Schoenoplectus americanus,OBL,OBL,OBL,OBL,OBL,,OBL,OBL,OBL,OBL,Chairmaker's Club-Rush
Schoenoplectus californicus,OBL,OBL,,OBL,OBL,OBL,OBL,,OBL,,California Club-Rush
Schoenoplectus deltarum,FACW,,,FACW,OBL,,OBL,,,,Delta Club-Rush
Schoenoplectus erectus,OBL,,,,OBL,,,,,,Sharp-Scale Club-Rush
Schoenoplectus etuberculatus,OBL,,,OBL,,,,OBL,,,Canby's Club-Rush
Schoenoplectus fluviatilis,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,,River Club-Rush
Schoenoplectus glaucus,OBL,OBL,,OBL,,,,OBL,OBL,,Tuberous Club-Rush
Schoenoplectus hallii,OBL,,,OBL,OBL,,OBL,OBL,,,Hall's Club-Rush
Schoenoplectus heterochaetus,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,,Pale Great Club-Rush
Schoenoplectus juncoides,,,,,,OBL,,,,,Rock's Club-Rush
Schoenoplectus lacustris,OBL,,,OBL,,,,OBL,,,Common Club-Rush
Schoenoplectus litoralis,,,,,,OBL,,,,,Plumes of Water from the bristles
Schoenoplectus maritimus,OBL,OBL,,OBL,OBL,OBL,OBL,OBL,OBL,OBL,Saltmarsh Club-Rush
Schoenoplectus mucronatus,OBL,OBL,,OBL,,OBL,OBL,OBL,OBL,,Bog Club-Rush
Schoenoplectus novae-angliae,OBL,,,OBL,,,,OBL,,,New England Club-Rush
Schoenoplectus pungens,OBL,OBL,OBL,OBL,OBL,,OBL,OBL,OBL,,Three-Square
Schoenoplectus purshianus,OBL,,,OBL,OBL,,OBL,OBL,,,Weak-Stalk Club-Rush
Schoenoplectus robustus,OBL,OBL,,OBL,OBL,,,OBL,OBL,,Seaside Club-Rush
Schoenoplectus saximontanus,OBL,OBL,,OBL,OBL,,OBL,,OBL,,Rocky Mountain Club-Rush
Schoenoplectus smithii,OBL,,,OBL,OBL,,OBL,OBL,,,Smith's Club-Rush
Schoenoplectus subterminalis,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,OBL,Swaying Club-Rush
Schoenoplectus subulatus,,,,,,OBL,,,,,_?_
Schoenoplectus tabernaemontani,OBL,OBL,OBL,OBL,OBL,OBL,OBL,OBL,OBL,OBL,Soft-Stem Club-Rush
Schoenoplectus torreyi,OBL,,,OBL,OBL,,OBL,OBL,,,Torrey's Club-Rush
Schoenoplectus triqueter,,,,,,,,,OBL,,Streambank Club-Rush
Schoenus apogon,,,,,,OBL,,,,,Tufted Bog-Rush
Schoenus nigricans,OBL,OBL,,,OBL,,,,OBL,,Black Bog-Rush
Schoenus punctatus,,,,,,FAC,,,,,_?_
Schradera exotica,,,FACU,,,,,,,,Yellowshrub
Schultesia heterophylla,,,OBL,,,,,,,,Caribbean Wingcup
Schwalbea americana,FAC,,,FACU,,,,FACU,,,Chaffseed
Scilla luciliae,FAC,FACU,,FAC,,,FAC,FAC,,,Boissier's Glory-of-the-Snow
Scirpoides holoschoenus,OBL,,,OBL,,,,OBL,,,Round-Head Club-Rush
Scirpus X peckii,,,,,,,,OBL,,,_?_
Scirpus ancistrochaetus,,,,OBL,,,,OBL,,,Barbed-Bristle Bulrush
Scirpus atrocinctus,,OBL,,FACW,OBL,,OBL,OBL,OBL,,Black-Girdle Bulrush
Scirpus atrovirens,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,,Dark-Green Bulrush
Scirpus congdonii,,FACW,,,,,,,FACW,,Congdon's Bulrush
Scirpus cyperinus,OBL,OBL,,FACW,OBL,,OBL,OBL,OBL,,Cottongrass Bulrush
Scirpus diffusus,,FACW,,,,,,,OBL,,Umbrella Bulrush
Scirpus divaricatus,OBL,,,OBL,,,OBL,,,,Spreading Bulrush
Scirpus expansus,OBL,,,OBL,,,OBL,OBL,,,Woodland Bulrush
Scirpus flaccidifolius,OBL,,,OBL,,,,,,,Reclining Bulrush
Scirpus georgianus,OBL,,,OBL,OBL,,OBL,OBL,,,Georgia Bulrush
Scirpus hattorianus,OBL,,,OBL,OBL,,OBL,OBL,,,Mosquito Bulrush
Scirpus longii,OBL,,,OBL,,,,OBL,,,Long's Bulrush
Scirpus microcarpus,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,OBL,Red-Tinge Bulrush
Scirpus nevadensis,,OBL,,,OBL,,,,OBL,,Nevada Bulrush
Scirpus pallidus,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,,Pale Bulrush
Scirpus pedicellatus,OBL,,,OBL,OBL,,OBL,OBL,,,Stalked Bulrush
Scirpus pendulus,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,,Rufous Bulrush
Scirpus polyphyllus,OBL,,,OBL,,,OBL,OBL,,,Leafy Bulrush
Scleranthus annuus,FACU,FACU,,FACU,FACU,,FACU,FACU,UPL,,Annual Knawel
Scleria baldwinii,FACW,,,,,,,,,,Baldwin's Nut-Rush
Scleria brittonii,FACW,,FACW,OBL,,,,,,,Britton's Nut-Rush
Scleria canescens,,,FAC,,,,,,,,Puerto Rico Nut-Rush
Scleria caricina,,,,,,FAC,,,,,_?_
Scleria ciliata,FAC,,FAC,FAC,FAC,,FAC,,,,Fringed Nut-Rush
Scleria distans,OBL,,FACW,,OBL,,,,,,River-Swamp Nut-Rush
Scleria eggersiana,,,OBL,,,,,,,,Eggers' Nut-Rush
Scleria georgiana,FACW,,FACW,FACW,FACW,,,,,,Slender-Fruit Nut-Rush
Scleria hirtella,,,OBL,,,,,,,,_?_
Scleria lacustris,FACW,,,,,,,,,,Deep-Root Nut-Rush
Scleria lithosperma,FAC,,UPL,,,FAC,,,,,Florida Keys Nut-Rush
Scleria melaleuca,,,FACW,,,,,,,,Cortadora-Blanca
Scleria microcarpa,,,OBL,,,,,,,,Tropical Nut-Rush
Scleria minor,FACW,,,FACW,,,,FACW,,,Slender Nut-Rush
Scleria mucronata,,,FACW,,,,,,,,Cuban Nut-Rush
Scleria muehlenbergii,OBL,,OBL,FAC,OBL,,FAC,FACW,,,Muehlenberg's Nut-Rush
Scleria novae-hollandiae,,,,,,FAC,,,,,_?_
Scleria oligantha,FAC,,,FACU,FAC,,FACU,FAC,,,Little-Head Nut-Rush
Scleria pauciflora,FAC,,FACW,FACU,FACW,,FACU,FACU,,,Few-Flower Nut-Rush
Scleria polycarpa,,,,,,FAC,,,,,_?_
Scleria reticularis,FACW,,OBL,OBL,FACW,,OBL,OBL,,,Netted Nut-Rush
Scleria rugosa,,,,,,FAC,,,,,_?_
Scleria scindens,,,FACW,,,,,,,,Hairy Nut-Rush
Scleria secans,,,FACW,,,,,,,,Razor-Grass
Scleria testacea,,,,,,FAC,,,,,Hawaii Nut-Rush
Scleria triglomerata,FACW,,,FAC,FAC,,FAC,FAC,,,Whip Nut-Rush
Scleria verticillata,OBL,,OBL,OBL,OBL,,OBL,OBL,,,Low Nut-Rush
Sclerolepis uniflora,OBL,,,OBL,,,,OBL,,,Pink Bogbutton
Sclerolinon digynum,,FACW,,,,,,,FAC,,Northwestern Yellow-Flax
Scolochloa festucacea,,OBL,,,OBL,,OBL,OBL,OBL,OBL,Common River Grass
Scoparia dulcis,FAC,,FAC,,FACU,FAC,,,,,Licorice-Weed
Scorzoneroides autumnalis,FAC,FAC,,FAC,,FACU,FACU,FACU,FAC,UPL,August-Flower
Scrophularia atrata,,FACU,,,,,,,,,Black-Flower Figwort
Scrophularia californica,,FAC,UPL,,,,,,FAC,,California Figwort
Scrophularia lanceolata,FAC,FAC,,FACU,FAC,,FACU,FACU,FAC,,Lance-Leaf Figwort
Scrophularia marilandica,FACU,,,FACU,FACU,,FACU,FACU,,,Carpenter's-Square
Scrophularia minutiflora,,,OBL,,,,,,,,Little-Flower Figwort
Scutellaria X churchilliana,,,,,,,,FACW,,,_?_
Scutellaria arenicola,FAC,,,,,,,,,,Florida Scrub Skullcap
Scutellaria bolanderi,,FACW,,,,,,,FACW,,Sierran Skullcap
Scutellaria cardiophylla,FAC,,,FAC,FAC,,,,,,Gulf Skullcap
Scutellaria floridana,OBL,,,,,,,,,,Florida Skullcap
Scutellaria galericulata,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,OBL,Hooded Skullcap
Scutellaria integrifolia,FAC,,,FACW,FACW,,FACW,FACW,,,Helmet-Flower
Scutellaria lateriflora,OBL,FACW,,FACW,FACW,,OBL,OBL,FACW,FACW,Mad Dog Skullcap
Scutellaria nervosa,FAC,,,FAC,,,FAC,FAC,,,Veiny Skullcap
Scutellaria ocmulgee,FACW,,,FACW,,,,,,,Ocmulgee Skullcap
Scutellaria ovata,UPL,,,FACU,FACU,,FACU,FACU,,,Heart-Leaf Skullcap
Scutellaria parvula,FACU,,,UPL,UPL,,FACU,FACU,,,Small Skullcap
Scutellaria racemosa,FACW,,,OBL,FACW,,,,,,South American Skullcap
Scutellaria siphocampyloides,,FACU,,,,,,,FACU,,Gray-Leaf Skullcap
Scutellaria thieretii,FACW,,,,FACW,,,,,,Thieret's Skullcap
Securidaca virgata,,,FAC,,,,,,,,Wand Jaboncillo
Sedella leiocarpa,,FAC,,,,,,,FAC,,Lake County Mock Stonecrop
Sedella pumila,,FAC,,,,,,,FAC,,Sierran Mock Stonecrop
Sedum pulchellum,UPL,,,FACU,FACU,,FACU,,,,Widow's-Cross
Sedum pusillum,FAC,,,FAC,,,,,,,Granite Stonecrop
Sedum ternatum,FACU,,,FACU,,,FACU,FACU,,,Woodland Stonecrop
Selaginella apoda,FACW,,,FACW,FACW,,FACW,FACW,,,Meadow Spike-Moss
Selaginella arbuscula,,,,,,FAC,,,,,Dwarf Spike-Moss
Selaginella armata,,,OBL,,,,,,,,Armored Spike-Moss
Selaginella cordifolia,,,OBL,,,,,,,,Heart-Leaf Spike-Moss
